Slokam,Slokam_en,"Slokam Meaning"
"<p>यज्ञभृद् यज्ञकृद् यज्ञी यज्ञभुग् यज्ञसाधनः ।<br>यज्ञान्तकृद् यज्ञगुह्यमन्नमन्नाद एव च ॥ १०५॥</p>","  <p>yaj&ntilde;abhṛdyaj&ntilde;akṛdyaj&ntilde;ī yaj&ntilde;abhugyaj&ntilde;asādhanaḥ,<br>yaj&ntilde;āntakṛdyaj&ntilde;aguhyamannamannāda eva ca. (105)</p>","    <p><strong>976. Yajñabhṛd</strong> -&ldquo;the ruler of the Yajnas&rdquo; -the One who helps us to conclude successfully all our &lsquo;good, dedicated. Selfless acts of service to others&rsquo; -Yajnas.</p>
    <p><strong>977. Yajñakṛd</strong> -&ldquo;One who performs Yajna.&rdquo; The same term also mean One who destroys the yajnas. The term Yajna connotes all noble and divine actions of service and love undertaken in a pure sense of God dedication, selflessness and joy. Lord issued forth the creation as an act of yajna, and in the end He must also undertake the total dissolution of this very yajna. Sometimes this is interpreted as &ldquo;One who &lsquo;performs&rsquo; the yajnas of the good people and one who &lsquo;destroys&rsquo; the Yajnas of the evil minded folk.&rdquo;</p>
    <p><strong>978. Yajñi</strong> -&ldquo;One who is constant &lsquo;Enjoyer&rsquo; of the perpetual Yajnas.&rdquo; In all Yajnas, because every act is Narayana -centered-god-dedicated-to him alone is the attribute of being the only single &lsquo;Enjoyer.&rsquo;</p>
    <p><strong>979. Yajñabhug</strong> -&ldquo;All that is offered into the scared Fire during a Yajna, though with an invocation to any of the deities, in tender devotion and joy. Goes to Him alone, the &ldquo;One receiver of all that is offered,&rdquo; for all deities are but Narayana in different forms.</p>
    <p><strong>980. Yajña-sādhanaḥ</strong> -&ldquo;One who fulfills all Yajnas.&rdquo; It is by his grace alone all noble endeavours, undertaken in an honest and true sincerity, gain spectacular success.</p>
    <p><strong>981. Yajñāntakṛd</strong> -&ldquo;One who performs the last, concluding act in all Yajnas.&rdquo; The final item in a yajna is the &ldquo;total -offerings&rdquo; (Poorna-Aahuti) when Sree Narayana is reverently and earnestly invoked. Without this prayer-ritual. Yajna is never complete. Sree Hari, therefore, is of the form of Poorna-Aahuti -in the sense that when &lsquo;total&rsquo; surrender of all vehicles and their actions is accomplished, the transcendental experience of the Self, Narayana alone, comes to manifest in all His divine Splendour.</p>
    <p>Some commentators have, however, taken the meaning of the Yajna-anta-not as &ldquo;the last item in yajna&rdquo; but as &lsquo;anta,&rsquo; the &lsquo;fruit&rsquo; of the yajna by which they bestow the meaning that Narayana is the &ldquo;One who gives away the &lsquo;fruits&rsquo; for all Hari-dedicated, selfless acts of love and service.&rdquo;</p>
    <p><strong>982. Yayajñaguhyam</strong> -&ldquo;Sree Narayana is the most profound truth to be realised &nbsp;in all yajnas.&rdquo; The self is the most noble truth to be sought through &lsquo;offerings&rsquo; all the &lsquo;Dravya&rsquo; (objects) into the &ldquo;consciousness&rdquo; (Fire) in the &ldquo;body&rdquo; (kunda). This kind of subjective-Yajna is called in the Geeta as &ldquo;Knowledge-Yajna.&rdquo; This is also called in the Vedas as Brahma-Yajna.&nbsp;</p>
    <p><strong>983. Annam</strong> -&ldquo;One who has himself become the &lsquo;food&rsquo; &rdquo; -sense -objects which are the &lsquo;food&rsquo; consumed by the sense -organs. As a verb it can be used as One who &ldquo;Eats&rdquo; the whole universe at the time of the great dissolution. At that time, he is the one in whom the world remains absorbed in the pralaya, just as our individual world each day gets dissolved in our sleep. The one in whom alone the world of names and forms can remain in their &lsquo;seed-form,&rsquo; is Sree Narayana, the self.</p>
    <p><strong>984. Annādaḥ</strong> -&ldquo;One who eats the &lsquo;food.&rsquo; &rdquo; not only the objective world is the projection on Narayana, but the subjective-enjoyer -the individuality, the ego, that experiences-is also Narayana. The self, functioning through the &ldquo;equipment&rdquo; is the jeevaatman, the individuality in each of us who &ldquo;experiences.&rdquo; Thus the self is the both &lsquo;food&rsquo; (Annam) and &lsquo;eater-of-food&rsquo; (Annaadah) just as our own waking-mind becomes the &ldquo;experiencer&rdquo; and the &ldquo;experienced&rdquo; in our dream-world.</p>"
" <p>आत्मयोनिः स्वयञ्जातो वैखानः सामगायनः ।<br>देवकीनन्दनः स्रष्टा क्षितीशः पापनाशनः ॥ १०६॥</p>","  <p>ātmayōniḥ svayaṁjātō vaikhānaḥ sāmagāyanaḥ,<br>devakīnandanaḥ sraṣṭā kṣitīśaḥ pāpanāśanaḥ. (106)</p>","   <p><strong>985. Ātmayōniḥ</strong> -&ldquo;One who is himself the &lsquo;material cause&rsquo; (Upaadaana Kaarana) for himself;&rdquo; the self born, the uncaused cause.</p>
    <p><strong>986. Svayaṁ-jātaḥ</strong> -&ldquo;One who, as the lord of the universe, has no other &lsquo;Instrumental cause&rsquo; (Nimitta-Kaarana) in projecting Himself.&rdquo;</p>
    <p>Three cause are necessary in all &lsquo;creation&rsquo; in the pluralistic world: the Material cause&rsquo; (mud), the &ldquo;Instrumental cause&rsquo; (wheel), and the &lsquo;Efficient cause&rsquo; (the pot maker). In sree Narayana&rsquo;s self-projection, as in the dream, that all these three causes are He, Himself, is shown in these term.</p>
    <p><strong>987. Vaikhānaḥ</strong> -&ldquo;The one who dug through the earth&rdquo; -cutting through the denseness of the gross to reach, apprehend and kill the subtle Hirnyaksha, the terrible and the monstrous who had tried to destroy the spiritual values in the world. The self has to reach us to destroy the ego in us and give us the &lsquo;liberation&rsquo; from our evil adherence to the body-mind-intellect.</p>
    <p><strong>988. saama-gaayanah</strong> -&ldquo;One who signs the Saama-songs.&rdquo;</p>
    <p><strong>989. Devakī-nandanaḥ</strong> -&ldquo;He who appeared as born to Devakee in his Incarnation as Krishna.&rdquo; And since Devakee could only, from afar, see, watch and enjoy the pranks and play of her blessed child in Gokula, Krishna is called as the &ldquo;Joy of Devakee&rdquo; (Devakee-nandhana).</p>
    <p><strong>990. Sraṣṭā</strong> -&ldquo;One who creates.&rdquo; Even the Creator can perform his job only by drawing his abilities and capacities from the infinite self, Sree Narayana.</p>
    <p><strong>991. Kṣitīśaḥ</strong> -&ldquo;One who is the lord of the earth.&rdquo; Sree Narayana is the husband of mother Earth. He is her protector. Her nurtuer and nourisher. Her, earth may stand for all that is gross -the entire maayaa-and Narayana is the Lakshmee-Pati.</p>
    <p><strong>992. Pāpanāśanaḥ</strong> -meditating upon whom, all vaasanaas (sins) are liquidated. When the individuals, surrendering in love to Him, acts and fulfils his duties, all his existing vaasanaas are destroyed and no new ones are created -this is the very root in the theory of karma Yoga in the Vedas. Through meditation upon the self, all sins are dissolved and totally removed.</p>"
" <p>शङ्खभृन्नन्दकी चक्री शार्ङ्गधन्वा गदाधरः ।<br>रथाङ्गपाणिरक्षोभ्यः सर्वप्रहरणायुधः ॥ १०७॥<br>सर्वप्रहरणायुध ॐ नम इति ।</p>"," <p>śaṅkhabhṛnnandakī cakrī śārṅgadhanvā gadādharaḥ,<br>rathāṅgapāṇirakṣōbhyaḥ sarvapraharaṇāyudhaḥ. (107)<br>sarvapraharaṇāyudha oṃ nama iti.</p>","   <p><strong>993. Śaṅkhabhṛt</strong> -&ldquo;One who has the divine conch named &ldquo;Paanchajanya.&rdquo; The word meaning is this term pancha-janya is &ldquo;that which is born of the five&rdquo; (sense organs), so it stands for the mind. Mind being the seat of ego, the sastras declare that the conch in the divine hand of Sree Narayana is the ego-factor (Ahamkaara-Tattva) in our personality.</p>
    <p><strong>994. Nandakī</strong> -The lord&rsquo;s sword is called Nandaka. Therefore,this term indicates one who holds and wields the Nandaka sword. The word Nanda-kam mean &ldquo;that which brings bliss.&rdquo; The Sastras sing that the divine sword in the sacred hands of the lord hari represents the knowledge-Spiritual (Vidyaa-Tattva) with which the seeker can destroy all his &ldquo;ignorance&rdquo; of the self in him.</p>
    <p><strong>995. Cakri</strong> -&ldquo;one who carries the discus called Sudarsana.&rdquo; The term Su-Darsana means &ldquo;that gives the auspicious vision.&rdquo; The sastras attribute to this discus-Divine the representation of the human mind.</p>
    <p><strong>996. Śārṅga-dhanvā</strong> -&ldquo;One who aims his unerring bow called Saarnga.&rdquo; This bow of Narayana is glorified in our texts as representing the Ego, as the &lsquo;apex&rsquo; of all the sense organs, Ahankaara-Tattva. In this concluding Stanza, the instruments of Blessing in sree Narayana&rsquo;s hands are remembered with reverence and devotion.</p>
    <p><strong>997. Gadādharaḥ</strong> -&ldquo;One who holds his divine club (Mace) celebrated as Kaumodakee -which generates and spreads beauty and joy.&rdquo; This Mace is described as representing the intellect in man (Buddhi-Tattva).</p>
    <p><strong>998. Rathāṅga-pāṇiḥ</strong> -&ldquo;The traditional meaning is, of course, &ldquo;One who has the &lsquo;wheel of the chariot&rsquo; as his weapon.&rdquo; This means the discuss which already has been mentioned in this very Stanza as Chakree. But, there are others who would like to interpret this term in other ways. In a glorification-Hymn or devotional-Chant, repetition is no sin; in fact, it should be quite natural.</p>
    <p><strong>999. Akṣobhyaḥ</strong> -&ldquo;One who cannot be exasperated by anyone, by any act or acts, however blasphemous they may be.&rdquo; One whose peace and calm cannot be stormed out by any happening in his outer world; Ever-peaceful. The term suggests Infinite patience, love and kindness towards man and his frailties.</p>
    <p><strong>1000. Sarva-praharaṇā-yudhaḥ</strong> -&ldquo;He who has all implements for all kinds of assault and fight.&rdquo; No enemy can surprise Him. The &lsquo;conqueror of all.&rsquo; One who has weapons to meet any missile. However powerful.</p>"
" <p><span>वनमाली गदी शार्ङ्गी शङ्खी चक्री च नन्दकी ।</span><br><span>श्रीमान् नारायणो विष्णुर्वासुदेवोऽभिरक्षतु ॥ १०८॥</span><br><span>श्री वासुदेवोऽभिरक्षतु ॐ नम इति ।</span></p>","  <p>vanamālī gadī śārṅgī śaṅkhī cakrī ca nandakī,<br>śrīmān nārāyaṇō viṣṇurvāsudevōbhirakṣatu. (108)<br>śrī vāsudevo&rsquo;bhirakṣatu oṃ nama iti.<br>(Chant this shloka 3 times)</p>"," <p>Protect us Oh Lord Narayana<br>Who wears the forest garland,<br>Who has the mace, conch, sword and the wheel.<br>And who is called Vishnu and the Vasudeva.</p>"
<center><h2>Phalashruthi</h2></center>,,<center><h2>Phalashruthi</h2></center>
"<p>उत्तरन्यासः ।<br>भीष्म उवाच&mdash;<br>इतीदं कीर्तनीयस्य केशवस्य महात्मनः ।<br>म्नां सहस्रं दिव्यानामशेषेण प्रकीर्तितम् ॥ १॥</p>","
    <p>uttaranyāsaḥ<br>bhīṣma uvāca &mdash;<br>itīdaṁ kīrtanīyasya keśavasya mahātmanaḥ,<br>nāmnāṁ sahasraṁ divyānāmaśeṣeṇa prakīrtitam (1)</p>","<p>Bhishma said:<br>Thus was told, all the holy thousand names of Kesava, who is great.</p>"
"<p>य इदं श&zwj;णुयान्नित्यं यश्चापि परिकीर्तयेत् ।<br>नाशुभं प्राप्नुयात्किञ्चित्सोऽमुत्रेह च मानवः ॥ २॥</p>","<p>ya idaṁ śṛṇuyānnityaṁ yaścāpi parikīrtayet,<br>nāśubhaṁ prāpnuyāt ki&ntilde;cit sōmutreha ca mānavaḥ. (2)</p>"," <p>He who hears this daily and whoever recites it shall not attain to any evil, he shall be protected in this world and in the next.</p>"
" <p>वेदान्तगो ब्राह्मणः स्यात्क्षत्रियो विजयी भवेत् ।<br>वैश्यो धनसमृद्धः स्याच्छूद्रः सुखमवाप्नुयात् ॥ ३॥</p>","<p>vedāntagō brāhmaṇaḥ syāt kṣatriyō vijayī bhavet,<br>vaiśyo dhanasamṛddhaḥ syācchūdraḥ sukhamavāpnuyāt. (3)</p>","<p>The Brahmin will get knowledge, the Kshatriya will get victory, the Vaisya will get wealth, the Shudra will get pleasures by reading these.</p>"
"<p>धर्मार्थी प्राप्नुयाद्धर्ममर्थार्थी चार्थमाप्नुयात् ।<br>कामानवाप्नुयात्कामी प्रजार्थी प्राप्नुयात्प्रजाम् ॥ ४॥</p>","<p>dharmārthī prāpnuyāddharmam arthārthī cārthamāpnuyāt.<br>kāmānavāpnuyātkāmī prajārthī prāpnuyātprajām. (4)</p>","<p>He who seeks righteousness obtains righteousness, and he who seeks wealth obtains wealth; he who seeks progeny obtains his desires.</p>"
" <p>भक्तिमान् यः सदोत्थाय शुचिस्तद्गतमानसः ।<br>सहस्रं वासुदेवस्य नाम्नामेतत्प्रकीर्तयेत् ॥ ५॥</p>","<p>bhaktimān yaḥ sadōtthāya śucistadgatamānasaḥ,<br>sahasraṁ vāsudevasya nāmnāmetat rakīrtayet. (5)</p>"," <p>Whichever devoted man, getting up early in the morning and purifying himself, repeats this hymn devoted to Vasudeva, with a mind that is concentrated on Him...</p>"
"<p>यशः प्राप्नोति विपुलं ज्ञातिप्राधान्यमेव च ।<br>अचलां श्रियमाप्नोति श्रेयः प्राप्नोत्यनुत्तमम् ॥ ६॥</p>","<p>yaśaḥ prāpnōti vipulaṁ yāti prādhānyameva ca,<br>acalāṁ śriyamāpnōti śreyaḥ prāpnōtyanuttamam. (6)</p>"," <p>That man attains to great fame, leadership among his peers, wealth that is secure and the supreme good unsupassed by anything...</p>"
" <p>न भयं क्वचिदाप्नोति वीर्यं तेजश्च विन्दति ।<br>भवत्यरोगो द्युतिमान्बलरूपगुणान्वितः ॥ ७॥</p>","<p>na bhayaṁ kvacidāpnōti vīryaṁ tejaśca viṁdati,<br>bhavatyarōgō dyutimān balarūpaguṇānvitaḥ. (7)</p>"," <p>He will be free from all fears and be endowed with great courage and energy and he will be free from diseases.</p>"
" <p>रोगार्तो मुच्यते रोगाद्बद्धो मुच्येत बन्धनात् ।<br>भयान्मुच्येत भीतस्तु मुच्येतापन्न आपदः ॥ ८॥</p>"," <p>rōgārtō mucyate rōgādbaddhō mucyeta bandhanāt,<br>bhayānmucyeta bhītastu mucyetāpanna āpadaḥ. (8)</p>"," <p>Beauty of form, strength of body and mind, and virtuous character will be natural to him.</p>"
