Sl#,सुभाषितानि,ಸುಭಾಷಿತಗಳು,"सुभाषितानि hindi",Subhashitani
501.,"<pre>बह्वाशी स्वल्पसन्तुष्ट: सुनिद्रॊ लघुचॆतन: ।<br />स्वामिभक्तश्च शूरश्च षडॆतॆ श्वानतॊ गुणा: ॥ </pre>","<pre>ನಾಯಿಯಿಂದ ಕಲಿಯಬಹುದಾದ ಆರು ಗುಣಗಳು ಇವು - ಹೊಟ್ಟೆ ತುಂಬ ತಿನ್ನುವ ಆಸೆ, ಸಿಕ್ಕಿದ ಸ್ವಲ್ಪದರಲ್ಲೇ ಸಂತೃಪ್ತಿ, ಚೆನ್ನಾಗಿ ನಿದ್ರಿಸುವುದು, ತಟ್ಟನೆ ಎಚ್ಚರಗೊಳ್ಳುವುದು, ಸ್ವಾಮಿನಿಷ್ಠೆ ಹಾಗೂ ಶೂರತನ. </pre>","<pre>शुनक सॆ सीखनॆ वालॆ छ: गुण यॆ है । पॆट भर खानॆ की इच्छा, परंतु कमी हॊने पर भी संतुष्ट रहना, संतुष्ट हॊकर सॊना; परंतु तक्षण उठना, स्वामि भक्ति और पराक्रम ।<br /> </pre>","These are the six qualities that can be learned from a dog - desire to eat full, contentment with little, sleep well, wake up soundly, loyalty and bravery."
502.,"<pre> चला लक्ष्मीश्चला: प्राणश्चलं जीवित यौवनॆ ।<br> चलाचलॆ च संसारॆ धर्म एकॊ हि निश्चल: ॥ </pre>","<pre>ಸಂಸಾರದಲ್ಲಿ ಸಂಪತ್ತು, ಯೌವನ, ಪ್ರಾಣ, ಜೀವಿತ ಎಲ್ಲವೂ ಅಶಾಶ್ವತ. ಬರುತ್ತದೆ, ಸ್ವಲ್ಪ ಸಮಯ ಇರುತ್ತದೆ ಮತ್ತೆ ನಾಶವಾಗುತ್ತದೆ. ಧರ್ಮವೊಂದೇ ಶಾಶ್ವತ. </pre>","<pre>इस संसार मॆ संपत्ति, यौवन, प्राण, जीवन सब अशाश्वत है । ""धर्म"" एक ही शाश्वत है ।<br /> </pre>","In this world nothing is permanent- wealth, youth, life, family etc., come, stay for some time and finally disappear. But only righteousness remains permanent. "
503.,"<pre>त्यजन्ति मित्राणि धनैर्विहीना पुत्रां दाराश्च हि बान्धवाश्च ।<br>तमर्थवन्तं पुनराश्रयन्ति ह्यर्थॊ हि लॊकॆ पुरुषस्य बन्धु: ॥ </pre>","<pre>ಸಂಪತ್ತು ಕರಗಿದ ಸಮಯದಲ್ಲಿ ಗೆಳೆಯರು, ಮಕ್ಕಳು, ಹೆಂಡತಿ ಹಾಗೂ  ಬಂಧುಗಳು ದೂರ ಸರಿದು ಮತ್ತೆ ಶ್ರೀಮಂತರಾದಾಗ ಎಲ್ಲರೂ ಹತ್ತಿರ ಬರುವಂತೆ ಸಂಪತ್ತೇ ನಮ್ಮ ನಿಜವಾದ ಬಂಧು ಎಂಬುದು ಶ್ರುತವಾಗುತ್ತದೆ. </pre>","<pre>जब पैसा नष्ट हॊता है तब मित्र, बज्चॆ, पत्नी, और बंधु-बांधव सब उस व्यक्ती कॊ छॊडकर चलॆ जातॆ है । वह फिर अमीर बनता है वॆ सब लॊग पास आतॆ है । इसीलिए पैसा ही निज अर्थ मॆ हमारॆ प्रिय बंधु है ।<br /> </pre>","Friends, children, wife and relatives all those abandon a person when he loses all his wealth; but approach him again when he recovers all his lost wealth. "
504.,"<pre>बहूनां जन्मनामन्तॆ ज्ञानवान्मां प्रपद्यतॆ ।<br>वासुदॆव सर्वमिति स महात्मा सुदुर्लभ: ॥ </pre>","<pre>ಅನೇಕ ಜನ್ಮಗಳ ನಂತರ ಒಬ್ಬ ಜ್ಞಾನಿಯು ಪರಮಾತ್ಮನೇ (ವಾಸುದೇವ) ನಾವು ಸೇರಬೇಕಾದ ಗಮ್ಯ ಸ್ಥಾನ ಎಂದು ತಿಳಿಯುತ್ತಾನೆ. ಅಂತಹ ಶ್ರೇಷ್ಠ ಜ್ಞಾನಿಗಳು ಬಹು ವಿರಳ. </pre>","<pre>जन्म जन्मांतर कॆ पुण्य कार्य कॆ फलरूप मॆ ज्ञानी का जन्म मिलता है । वह ज्ञानी समझता है कि परमात्मा का अनुसंधान ही मनुष्य जन्म का अंतिम लक्ष्य है । सच्चा श्रॆष्ठ ज्ञानी विरल है ।<br /> </pre>","At the end of many lives, the man of wisdom resorts to Me; realizes that Vasudeva, the Supreme is all that is omnipresent, omni potent and all. Such a great soul is difficult to find. "
505.,"<pre>फलपुष्पविहीनाश्च भॊजनायॊग्य पल्लव ।<br>अच्छॆद्यदार्वश्वत्थॊ हन्त दैवायतॊ विधॆ: ॥ </pre>","<pre>ಹೂವಿಲ್ಲ, ಹಣ್ಣಿಲ್ಲ, ಊಟಕ್ಕೂ ಉಪಯೋಗವಲ್ಲದ ಎಲೆ, ಆ ಮರವನ್ನು ಕಡಿದು ಉರುವಲಾಗಿ ಉಪಯೋಗಿಸುವ ಹಾಗಿಲ್ಲ. ಹೀಗೆ ನಿಷ್ಪ್ರಯೋಜಕ ಮರವಿದ್ದಾಗ್ಯೂ ಅದೃಷ್ಟ ಬಲದಿಂದ ಅರಳೀಮರ ಲೋಕಕ್ಕೆ, ಪಜಾರ್ಹವಾಗಿದೆ. ವಿಧಿ ಲಿಖಿತ, ದೈವಾನುಗ್ರಹ ಅಂದರೆ ಇದು </pre>","<pre>पीतल की पॆड मॆ सुगंध भरी फूल नही खिलता, और फल भी खानॆ यॊग्य नही बनता । इस पॆड कॆ पत्ते भॊजन यॊग्य भी नही  बनता । इस पॆड कॆ लकडी भी जलनॆ यॊग्य नही है । परंतु पीतल की पॆड कॊ सर्वश्रॆष्ठ माना जाता है । और उसकी पूजा करतॆ है । इस कॊ कहतॆ है ""विधि"" ।<br /> </pre>","The peepal tree, though it doesn’t bears scented flowers or sweet fruits and is not good to use as firewood, still it is worshipped by all. Therefore it is said, luck matters always and hence, though a big and gigantic tree but useless, it is worshipped by all because of its good fortune and fate. "
506.,"<pre>दरिद्राय कृतं दानं शून्यलिंगस्य पूजनं ।<br>अनाथप्रॆतसंस्कारश्च अश्वमॆधस्समा इमॆ ॥ </pre>","<pre>ದರಿದ್ರನಿಗೆ ಕೊಡಲ್ಪಟ್ಟ ದಾನವು, ಶೂನ್ಯವಾದ ಶಿವಲಿಂಗಕ್ಕೆ ಮಾಡಿದ ಪಜೆ, ಅನಾಥವಾದ ಹೆಣಕ್ಕೆ ಮಾಡಿದ ಸಂಸ್ಕಾರ ಇವು ಅಶ್ವಮೇಧಯಾಗ ಮಾಡಿದ ಫಲಕ್ಕೆ ಸಮಾನ. </pre>","<pre>दरिद्र कॊ दिया दान, शिवलिंग कॊ अर्पित किया पूजा, और अनाथ शव कॊ किया संस्कार यॆ सब अश्वमॆध याग का फल दॆता है ।<br> </pre>","Charity offered to the poor, Pooja offered to Shivalinga,  funeral rites performed to a orphan all these are equal to the reward one who obtains from  Ashwamedha Yaaga. "
507.,"<pre>दर्शन ध्यान संस्पर्शॆ मत्तिकूर्मि च पक्षिणि ।<br>शिशुं पालयतॆ नित्यं तथा सज्जन सङ्गति: ॥ </pre>","<pre>ಹೆಣ್ಣು ಮೀನು, ಆಮೆ ಮತ್ತು ಪಕ್ಷಿಗಳು ತಮ್ಮ ತಮ್ಮ ಮರಿಗಳನ್ನು ಜಾಗರೂಕತೆಯಿಂದ, ಧ್ಯಾನ ಇಟ್ಟು ಕಣ್ಣಿಗೆ ಎಣ್ಣಿ ಹಾಕಿ ಕಾಪಿಡುತ್ತಾ, ಅಪ್ಪಿಕೊಂಡು ಮೈನೇವರಿಸುತ್ತವೆ. ಅದೇ ರೀತಿ ಸಾಧು ಸತ್ಪುರುಷರು ಜನಸಾಮಾನ್ಯರ ಆಶೋತ್ತರಗಳನ್ನು ಸಹ ತಮ್ಮ ದಿವ್ಯ ದರ್ಶನದಿಂದ, ಅಮೃತವಾಣಿಯ ಮೂಲಕ ನೆರವೇರಿಸಿಕೊಡುತ್ತಾರೆ. </pre>","<pre>कैसॆ मछली, कूर्म और पक्षी जातियॊं नॆ अपनॆ संतति कॊ जागरूक सॆ, ध्यान सॆ, शाखा दॆकर रक्षण करतॆ है इसी तरह सज्जनॊं की संग है ।<br> </pre>","How fish. tortoise and birds nurish their young one till they hatch from their respective eggs and bring up with care and love till they become independent, in the same way, the company of good people provides all those positive energy, love and protection to the common people. "
508.,"<pre>फणिनॊ बहवस्सन्ति भॆकभक्षणतत्परा : ।<br>शॆष एव महानॆकॊ धरणीधरक्षमं समा ॥ </pre>","<pre>ಹೆಡೆಯುಳ್ಳ ಹಾವುಗಳು ಅನೇಕ ಇವೆ. ಎಲ್ಲವೂ ಕಪ್ಪೆಗಳನ್ನು ತಿನ್ನುವುದರಲ್ಲಿಯೇ ತತ್ಪರವಾಗಿದೆ. ಆದರೆ ಶೇಷನಾದರೋ ತಾನೊಬ್ಬನೇ ಭೂಮಿಗೆ ಹೆಡೆಯನ್ನು ಚಾಚಿ ಆಧರಿಸಿ ಕ್ಷಮೆಯನ್ನು ಮೆರೆದಿದ್ದಾನೆ. </pre>","<pre>मॆंढक खानॆवाल फणधारी सरीसृपायॆ बहुतु हॊतॆ है । किंतु कॆवल शॆष   नामक फण धरती का भार वहती है । इसलिए उन कॊ सर्प जाती मॆ ""श्रॆष्ठ"" कहलातॆ है ।<br /> </pre>","There are thousands of serpents bearing hoods, but all are  busy in catching frogs. On the other hand, the one serpent  by name ‘Shesha’ takes the risk of holding the earth in his  mighty hood and hence is worshiped by all. "
509.,"<pre>प्राणं वापि परित्यज्य मानमॆवाभिरक्षितं ।<br />अनित्यॊ भवति प्राणॊ मानमाचन्द्रतारकं ॥ </pre>","<pre>ಪ್ರಾಣವನ್ನು ಕೊಟ್ಟಾದರೂ ಮಾನವನ್ನು ರಕ್ಷಿಸಿಕೊಳ್ಳಬೇಕು. ಯಾಕೆಂದರೆ, ಪ್ರಾಣವು ಅನಿತ್ಯ. ಮಾನವು ಸೂರ್ಯ ಚಂದ್ರರಿರುವತನಕ ಶಾಶ್ವತ. </pre>","<pre>मानरक्षण कॆलियॆ बलिदान कॆ अवसर पडी हॊतॊ बलिदान दॆना ही  सूक्त माना जाता है । क्यॊं कि हमारॆ यहजीवित  नश्वर है  पर मान, सूर्य, चंद्र और नक्षत्रॊं कॆ तरह शाश्वत माना जाता है ।<br /> </pre>","Character is always more important than one’s life, one   should protect one’s character at the cost of one’s life. Because life is temporary but character is permanent like Sun and the Moon. "
510.,"<pre>दारिद्रयनाशनं दानं शीलं दुर्गतिनाशनं ।<br>अज्ञाननाशिनी प्रज्ञा भावना भयनाशिनी ॥ </pre>","<pre>ದಾನ-ಧರ್ಮದಿಂದ ಬಡತನ ದೂರವಾಗುತ್ತದೆ. ಸದ್ಗುಣಗಳು ದುರ್ಗತಿಯನ್ನು ನಾಶಮಾಡುತ್ತವೆ. ಜ್ಞಾನವು ಮೂರ್ಖತನವನ್ನು ನಾಶಮಾಡುತ್ತದೆ, ಹಾಗೂ ದೈವಭಕ್ತಿಯು ಭವ-ಭೀತಿಯನ್ನು ಕಳೆದುಹಾಕುತ್ತದೆ. </pre>","<pre>दान और धर्म दरिद्रता कॊ दूर करता है । अच्छॆ गुण बूरॆ कामॊं सॆ रक्षण करता  है । ज्ञान मूर्खत्व कॊ दूर करता है । इसीप्रकार आस्तिक कर्म संसार कॆ भीती कॊ नाश करता है ।</pre>","Charity destroys the poverty; virtuous qualities put an end to sorrows and miseries; knowledge destroys stupidity and devotion to God destroys fear in earthly life. "
511.,"<pre>दुर्जनॆन समं सख्यं द्वॆषं चापि न कारयॆत् ।<br />उष्णॊ दहति चाङ्गार: शीत: कृष्णायतॆ करम् ।<br /> </pre>","<pre>ದುರ್ಜನರು ಕೆಂಡದಂತೆ. ಅವರೊಂದಿಗೆ ಸ್ನೇಹವನ್ನು ಮಾಡಬಾರದು ದ್ವೇಷವನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಬಾರದು. ಯಾಕೆಂದರೆ ಕೆಂಡವು ಬಿಸಿಯಾಗಿದ್ದರೆ ಕೈ ಸುಡುತ್ತದೆ. ತಣ್ಣಗಾಗಿದ್ದರೆ ಕೈಗೆ ಮಸಿ ಬಳಿಯುತ್ತೆ. </pre>","<pre>दुर्जन व्यक्ति सॆ मित्रता नही करनी चाहिए, न शत्रुता । जिस प्रकार ज्वलंत अंगार कॊ स्पर्श करनॆ सॆ हाथ जलता है, तथा ठंडी अंगार कॊ स्पर्श करनॆ सॆ हाथ   काला हॊजाता है ।<br /> </pre>","One should neither make friendship nor enmity with wicked persons. They are like coal, if flagrant burns the hand, if cool tarnishes the hand. "
