**Sloka**,Verse
2-19-15,"It is nothing but shyness that the king is not able to speak to you. Oh Rama, thebest of men! Do not worry about it."
2-19-16,"Oh, Rama! Your father will neither take his bath nor eat a meal until you leave thecity for the forest immediately."
2-19-17,"Hearing these words, the king saying ""what a pity! How much misery!"" was overwhelmedwith sorrow, fainted and fell in that couch adorned with gold."
2-19-18,"Rama lifted up the king and soon got hurried up to leave for the forest he was againinstigated by Kaikeyi as a horse was hit by a whip."
2-19-19,"Rama after hearing that vulgar woman's words, which were harsh and havingconsequence, was unruffled and spoke these words to Kaikeyi."
2-19-20,"Oh queen! I am not concerned with wealth. I want to receive the world hospitable.Know me as equal to a sage, abiding in righteousness alone."
2-19-21,"If I have to do whatever action is dearer to my revered father, that action is justdone in all respects even by renouncing life."
2-19-22,"There is not indeed anything of greater performance of duty than doing service tofather or than doing what he commands."
2-19-23,"Even if our reverent father does not tell me, I shall reside in the forest, devoidof people, now for fourteen years as per your word."
2-19-24," In the matter of coronation of Bharata, you told Dasaratha and not to me, eventhough you had every authority to tell, me directly. By this, it is known that you have not seenany merit in me. It is certain!"
2-19-25," Today itself, I shall go to the forest of Dandaka after bidding, farewell to mymother and also after consoling Sita."
2-19-26,"While ruling the kingdom, see that Bharata serves our father well. It is indeed anage-old practice."
2-19-27,"Dasaratha after hearing Rama's words was hurt very much with grief was unable totalk and wept loudly."
2-19-28,"That Rama, with great brilliance, came out, after duly offering obeisance to thefeet of his father who was fainted and also to the feet of that vulgar Kaikeyi."
2-19-29,"Rama made circumambulatory salutation to his father as well as Kaikeyi, left thatpalace and saw his friends."
2-19-30,"Lakshmana, the son of Sumitra, felt very angry with his eyes filled with tears andaccompanied behind Rama."
2-19-31,"Rama did a circumbulatory salutation around the auspicious materials collected forthe propound coronation and having fixed his attention respectfully on them, moved away slowly."
2-19-32,"As Rama was a pleasing personality, he was loved by all the people. The loss ofkingdom could not diminish such a great splendour of Rama as a night cannot diminish the splendourof the moon."
2-19-33,"In that Rama, who was leaving the kingdom after having decided to go to the forest,there was no perturbation of mind in him like in an ascetic who is beyond worldly pain andpleasure."
2-19-34,"Rama, the man of great courage, refused fans and umbrella, sent away his friends,chariot and citizens kept back sorrow in his mind, subdued his senses and entered his mother'shouse to inform the unpleasant news."
2-19-35,"The people adjacent to Rama could not visualise any change in the face of Rama whowas dignified and truthful in his words."
2-19-36,"Rama did not lose his natural joy, as an autumnal moon with lofty rays does not loseits natural splendour."
2-19-37,"Rama with his courageous spirit and of great fame, paying his respects to the peoplewith his sweet words, went nearer to his mother."
2-19-38,"Lakshmana, who got virtues equal to Rama, who was having great heroic valour and whowas the brother, kept the grief within himself and went along with Rama."
2-19-39,"When Rama entered, Kausalya's palace was filled with great joy. At that time, Ramadid not show any displeasure for the mihlap occurred in truth. He behaved like that because he haddoubted about the possible shock to his friends even of fear of their life, if he showed anyperturabation."
2-20-1,"While Rama, the best of men was leaving, after offering salutation to his father,women in the palace were weaping loudly."
2-20-2,"Which Rama, without being told by his father, used to do necessary activities andprotect the entire palace, is about to go to exile now""."
2-20-3,"Rama, since he was born, was showing the same attention to us, as he was showing tohis mother Kausalya."
2-20-4,"He used to avoid actions which created anger and soothed all those who were angry.Rama was not furious with those who abused him. Such Rama is going today to exile."
2-20-5,"Our stupid king by abandoning Rama who was helpful to all beings , is offending allthe beings."
2-20-6,"Thus, all the king consorts while weaping loudly, as cows which lost their Calves,abused their husband ."
2-20-7,"After hearing the terrific distressful crying sounds in the palace, Dasaratha clungto the seat, with extreme anguish for his son."
2-20-8,"Rama, who was greatly hurt, sighed like an elephant, subdued his senses and went tohis mother's palace along with Lakshmana"
2-20-9,"Rama saw a much worshipped old man sitting at the gateway of the house and manyother standing there."
2-20-10,"After seeing Rama, all of them rose quickly and greeted Rama the most triumphantman, by uttering the words ""May you have increased success!"""
2-20-11,"Rama crossed the first gate and saw old Brahmanas who were perfect in Vedas and dulyhonoured by the king."
2-20-12,"Rama offered salutation to those brahmanas and saw old women and girls, guarding thegate in the third enclosure."
2-20-13,"Then those women, having been delighted, greeted Rama with good word of success,quickly entered the house and informed Kausalya about the lovely arrival of Rama ."
2-20-14,"At that time, Kausalya having spent the whole night with steadfastness, whoperforming worship to Vishnu,at dawn, for the welfare of her son."
2-20-15,"Kausalya, who was interested to practise religious vows regularly was appearingauspiciously by wearing a white silk sari and gladly performing sacrificial ceremony in a sacredfire, by reciting vedic hymns."
2-20-16,"Then Rama entered the auspicious mother's apartment and saw his mother performingsacrificial ceremony in sacred fire there."
2-20-17,"There, Rama saw the articles of worship kept ready for the purpose of the sacredceremony like curd, unbroken rice, clarified butter, sweet meats, things fit for oblation, friedgrain, garlands made of white flowers, rice boiled in milk, mixture of rice and peas with a fewspices, sacrificial sticks, vessels full of water etc."
2-20-18,"Kausalya, who became lean because of observance of vows, was shining like an angelwith her white silk sari and was satiating gods by presenting to them libations by water."
2-20-19,"By seeing her son who came after a long time and who gave delight to mother,Kausalya was pleased and approached towards him, like a female horse approaching her youngcolt."
2-20-20,"Rama offered salutation to the approaching mother by touching her feet. Then, shetook him into her arms and smelt his head."
2-20-21,"Kausalya spoke these pleasing words affectionately to her son Rama, who wasunassailable by enemies."
2-20-22,"Obtain long life and glory, as obtained by the aged , the virtuous, the greatsouled and the royal sages .Protect the righteousness engrained in your race"
2-20-23,"Oh,Rama ! King Dasaratha ,your father is a man of true promise. Today itself, youwill be installed as successor to the kingdom by your virtuous father."
